rid,binaryID
2,10
3,100
4,11
5,101
6,1010
7,110
8,10111100000
9,1011110000
10,1011110001
11,101111000
12,101110
13,101111001
14,101111
15,10111100
16,1011110
17,1011
18,1100
19,10110
20,1101
21,10111
22,11000
23,111
24,11001
25,10111110
26,10111111
27,10111101
28,101111010
29,101111011
30,1011110111100
31,1011110110
32,1011110111101
33,1011110100
34,1011110111
35,101111011110
36,10111100001
37,1011110111100000
38,1011110111100001
39,101111011110000
40,101111011110001
41,10111101111000
42,10111101111001
43,1011110111110
44,10111101111110
45,1011110111111
46,10111101111111000010
47,10111101111111000011
48,1011110111111100000
49,1011110111111100001
50,101111011111110000
51,101111011111110001
52,1011110111111100010
53,10111101111111000
54,1011110111111100011
55,10111101111111001
56,101111011100
57,10111101110
58,1011110111000
59,10111101111
60,101111011101
61,101111011111
62,1011110111010
63,10111101110100
64,10111101110101
65,101111011101000
66,10111101111111
67,101111011111110
68,101111011111111
69,1011110111111100
70,1011110111111110
71,1011110111111101
72,10111101111111010
73,10111101111111011
74,1011110111111111
75,10111101111111110
76,1011110111011
77,101111011101001
78,10111101110110
79,101111011101100
80,101111011101101
81,1011110111011010
82,1011110111011011
83,10111101110111
84,10111101110110110
85,10111101110110111
86,101111011111110110
87,10111101111111011110
88,1011110111111101110
89,1011110111111101111
90,10111101111111011111
91,10111101111111011111000
92,101111011111110111110
93,1011110111111101111100
94,1011110111111101111101
95,10111101111111011111010
96,10111101111111111
97,101111011111110111
98,10111101111111011100
99,10111101111111011101
100,101111011111110111111
101,10111101111111011111011110000
102,101111011111110111110111100
103,1011110111111101111101111000
104,1011110111111101111101111001
105,10111101111111011111011101010111100010
106,101111011101110
107,101111011101111
108,1011110111011110000
109,101111011101111000
110,10111101110111100
111,1011110111011110
112,10111101110111101
113,1011110111011111
114,10111101111111011111011110001
115,1011110111111101111101110101011110001101100
116,10111101111111011111011
117,10111101111111011111011100
118,101111011111110111110110
119,101111011111110111110111
120,1011110111111101111101110
121,10111101111111011111011101
122,1011110111111101111101111
123,101111011111110111110111010
124,10111101111111011111011110
125,101111011111110111110111101
126,1011110111111101111101110110
127,1011110111111101111101110111
128,101111011111110111110111011
129,10111101111111011111011101000
130,10111101111111011111011101001
131,1011110111111101111101110100
132,1011110111111101111101110101
133,10111101111111011111011101010
134,101111011111110111110111010100
135,101111011111110111110111010101
136,1011111
137,1011110101
138,10111101010
139,101111010100
140,1011110111001
141,101111010101
142,10111101110010
143,10111101011
144,10111101110011
145,101111011100110
146,101111011100111
147,1011110111001110
148,1011110111001111
149,10111101110011110
150,101111011100111100
151,101111011100111101
152,10111101110011111
153,101111011100111110
154,10111101111111000011000
155,10111101111111000011001
156,1011110111111100001100
157,101111011111110000110
158,1011110111111100001101
159,101111011111110000111
160,101111011111110001000
161,101111011111110001001
162,10111101111111000100
163,10111101111111000101
164,101111011111110000110010
165,101111011111110000110011
166,1011110111111100001100110
167,1011110111111100001100111
168,10111101111111000011001110
169,101111011111110111110011000010110
170,101111011111110111110011000010111
171,10111101111111011111001100001010
172,10111101111111011111001100001011
173,1011110111111101111100110000100
174,1011110111111100001100111100
175,1011110111111100001100111101
176,101111011111110000110011110
177,10111101111111000011001111
178,101111011111110000110011111
179,1011110111111100001100111110
180,1011110111111100001100111111
181,1011110111111101111100110000110
182,101111011111110111110011000011100
183,10111101111111011111001100001110
184,1011110111111101111100110000101
185,101111011111110111110011000010
186,101111011111110111110011000011
187,1011110111111101111100110000111
188,10111101111111011111001100000
189,10111101111111011111001100001
190,1011110111111101111100110000
191,101111011111110111110011000
192,1011110111111101111100110001
193,10111101111111011111001110
194,101111011111110111110011000011101
195,1011110111111101111100110000111010
196,1011110111111101111100110000111011
197,10111101111111011111001100001111
198,10111101111111011111011101010100000100
199,10111101111111011111011101010100000101
200,1011110111111101111101110101010000010
201,101111011111110111110111010101000000
202,10111101111111011111011101010100000110
203,1011110111111101111101110101010000011
204,101111011111110111110011001
205,10111101111111011111001100
206,10111101111111011111001101
207,1011110111111101111100110
208,101111011111110111110010
209,101111011111110111110011
210,1011110111111101111100111
211,10111101111111011111001
212,101111011111110111110111000
213,101111011111110111110111001
214,101111011111110111110111010101000001
215,10111101111111011111011101010100000111
216,10111101111111011111011101010100000
217,101111011111110111110111010101010000100
218,10111101111111011111011101010101000000
219,10111101111111011111011101010101000001
220,10111101111111011111011101010101000010
221,1011110111111101111101110101010100000
222,10111101111111011111011101010101000011
223,1011110111111101111101110101010100001
224,10111101111111011111001111
225,10111101111111011111011101010100001
226,1011110111111101111101110101010000
227,1011110111111101111101110101010001
228,101111011111110111110111010101000
229,101111011111110111110111010101001
230,10111101111111011111011101010100
231,1011110111111101111101110101010100
232,10111101111111011111011101010101
233,101111011111110111110111010101010
234,1011110111111101111101110101010100001100
235,101111011111110111110111010101010000101
236,1011110111111101111101110101010100001101
237,101111011111110111110111010101010000110
238,101111011111110111110111010101010000111
239,1011110111111101111101110101010101001100
240,1011110111111101111101110101010101001101
241,101111011111110111110111010101010100110
242,10111101111111011111011101010101010010
243,101111011111110111110111010101010100100
244,101111011111110111110111010101010000
245,101111011111110111110111010101010001
246,10111101111111011111011101010101000
247,10111101111111011111011101010101001
248,1011110111111101111101110101010101000
249,10111101111111011111011101010101010
250,101111011111110111110111010101010100
251,101111011111110111110111010101010101
252,1011110111111101111101110101010101010
253,101111011111110111110111010101010100111
254,1011110111011110001
255,101111011101111001
256,101111011100111111
257,101111011101111010
258,101111011101111011
259,1011110111011110110
260,1011110111011110111
261,10111101110111101110
262,10111101110111101111
263,101111011101111011110
264,101111011101111011111
265,1011110111011110111110
266,1011110111011110111111
267,10111101110111101111110
268,10111101110111101111111
269,101111011111110111110111010101111001010100
270,10111101111111011111011101010111100101010
271,101111011111110111110111010101111001010101
272,101111011111110111110111010101110100001010111011011111101010100
273,101111011111110111110111010101110100001010111011010000
274,101111011111110111110111010101110100001010111011011111101010101
275,10111101111111011111011101010111010000101011101101111110101010
276,101111011111110111110111010101110100001010111011010010
277,1011110111111101111101110101011101000010101110110100110
278,10111101111111011111011101010111010000101011101101111110101011
279,101111011111110111110111010101110100001010111011010011
280,1011110111111101111101110101011101000010101110110100111
281,1011110111111101111101110101011101000010101110110111111010100
282,1011110111111101111101110101011101000010101110110111111010101
283,101111011111110111110111010101110100001010111011011111101010
284,101111011111110111110111010101110100001010111011011111101011
285,10111101111111011111011101010111010000101011101101111110100
286,10111101111111011111011101010111010000101011101101111110101
287,10111101111111011111011101010111010000101011101101111110010
288,1011110111111101111101110101011101000010101110110111111000
289,10111101111111011111011101010111010000101011101101111110011
290,1011110111111101111101110101011101000010101110110111111001
291,1011110111111101111101110101011101000010101110110111111010
292,101111011111110111110111010101110100001010111011011111100
293,1011110111111101111101110101011101000010101110110111111011
294,101111011111110111110111010101110100001010111011011111101
295,10111101111111011111011101010111010000101011101101111110
296,10111101111111011111011101010111010000101011101101110
297,10111101111111011111011101010111010000101011101101111
298,101111011111110111110111010101110100001010111011011110
299,1011110111111101111101110101011101000010101110110111110
300,101111011111110111110111010101110100001010111011011111
301,10111101111111011111011101010111010000101011101101111111
302,1011110111111101111101110101011101000010101110110111111
303,101111011111110111110111010101110100101011010000
304,101111011111110111110111010101110100101011010001
305,1011110111111101111101110101011110001101101
306,101111011111110111110111010101111000110110
307,101111011111110111110111010101111000110111
308,1011110111111101111101110101011110001100
309,10111101111111011111011101010111100011000
310,10111101111111011111011101010111100011001
311,1011110111111101111101110101011110010100
312,1011110111111101111101110101011110010101
313,10111101111111011111011101010111100101011
314,101111011111110111110111010101111001010
315,10111101111111011111011101011
316,1011110111111101111101110101010
317,1011110111111101111101110101011
318,10111101111111011111011101010111100
319,1011110111111101111101110101011110
320,10111101111111011111011101010111101
321,1011110111111101111101110101011111
322,101111011111110111110111010101110
323,10111101111111011111011101010111110
324,10111101111111011111011101010111111
325,10111101111111011111011111
326,1011110111111101111101110101011110000
327,101111011111110111110111010101111000
328,101111011111110111110111010101111001
329,1011110111111101111101110101011110010
330,1011110111111101111101110101011110011
331,10111101111111011111011101010111100110
332,10111101111111011111011101010111100111
333,1011110111111101111101110101011101000010100
334,101111011111110111110111010101110100001010100
335,10111101111111011111011101010111100011010
336,10111101111111011111011101010111100011011
337,10111101111111011111011101010111100011
338,101111011111110111110111010101111000110
339,1011110111111101111101110101011110001101
340,101111011111110111110111010101111000111
341,1011110111111101111101110101011110001
342,10111101111111011111011101010111100100
343,10111101111111011111011101010111100101
344,101111011111110111110111010101111001100
345,101111011111110111110111010101111001101
346,10111101111111011111011101010111010000101011100
347,101111011111110111110111010101110100001010111010
348,10111101111111011111011101010111010000101011101100
349,1011110111111101111101110101011101000010101110
350,10111101111111011111011101010111010000101011101
351,101111011111110111110111010101110100001010111011
352,1011110111111101111101110101011101000010101111
