"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.214119813914795,0.821876423801004,0.106969541172802,0.310912050708487,0.233351193388455,-0.0110692661724521,0.142059236912127,-1347.44976329562,19,838
