"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.111980304914337,0.583366212687526,0.0287496790045022,0.0243615065212093,0.0223864717921357,0.00042623894197035,0.000362953888688936,-445.520234404928,14,63
