Region,Watershed,Segment Interval,Independent Variable,RMSPE,Mean Response,SD Response,Mean Residuals,SD Residuals,AIC,Bias,RAV,FileBaseName
CPF,UE,5m,sfm_deposition_logtrans,0.013692177933557,0.016222581974776,0.0155506247106675,-0.269244996079624,0.912219767611908,-1261.86495066937,0.0002233711213607,0.0002762810167122,ch_sfm_deposition_sum_corr_0.7_evaluation
CPF,UE,5m,sfm_erosion_logtrans,0.0349027964411732,0.0345518372674175,0.0291764068845878,-0.252681719503653,0.894138543317419,-906.038772048501,0.0027722382436086,0.0017208599996463,ch_sfm_erosion_sum_corr_0.7_evaluation
CPF,UE,5m,sfm_net change_logtrans,0.0357088195764947,0.0374253706410511,0.0304290489798488,-0.246501234534604,0.8937429528954,-859.306520681039,0.0010149326720535,0.0004027937032874,ch_sfm_net_change_corr_0.7_evaluation
CPF,UM,5m,sfm_deposition_logtrans,0.0107411274392909,0.0149014669494267,0.0115121297462594,-0.186263346468453,0.762825183623684,-921.084608136847,9.76576662991014e-05,0.0001652551626688,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,ETF,10m,lidar_erosion_logtrans,0.934280999284299,1.18620997138975,1.10849556846845,-0.262616320363615,0.913688293041602,980.974080645939,0.0052874224199131,0.0336587949007466,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,ETF,10m,sfm_deposition_logtrans,0.0544714329121247,0.0652117286700938,0.066741394727843,-0.256304404247389,0.891623224256806,-755.246564210151,0.0011956078825122,,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,ETF,10m,sfm_erosion_logtrans,0.141301663330552,0.158747859841425,0.155194189468414,-0.268200168297946,0.90279461445688,-309.751677753829,0.0154860517297526,0.0059247211696088,ch_sfm_erosion_sum_corr_0.7_evaluation
ETF,ETF,10m,sfm_net change_logtrans,0.110397028374002,0.109126861993005,0.118736378051694,-0.541773662085979,1.53841519318882,-637.714282320004,0.0072413361773937,0.0012765124817863,ch_sfm_net_change_corr_0.7_evaluation
ETF,LM2,10m,lidar_erosion_logtrans,0.561233965476506,0.614084502170783,0.590795171978378,-0.371792647241935,1.10314998415425,149.643177584624,0.0065883342016227,0.0049804906341141,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,LM2,10m,sfm_deposition_logtrans,0.0299018693703062,0.0309100577391929,0.0327921988243897,-0.345947597965532,1.03902205107332,-403.698328823694,0.0001963856465723,0.0009832324184108,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,LM2,10m,sfm_erosion_logtrans,0.0857598864997998,0.0387307556898477,0.0438736471972623,-0.382533487708602,1.1012528729749,-420.231747722862,0.0128136566652985,0.0030571635010217,ch_sfm_erosion_sum_corr_0.7_evaluation
ETF,LM2,10m,sfm_net change_logtrans,0.0272294372866186,0.0295896763199869,0.0294676499854686,-0.469086370648421,1.29148040900823,-436.150567570626,0.0003233945598088,0.000395131456659,ch_sfm_net_change_corr_0.7_evaluation
ETF,LPM,10m,lidar_erosion_logtrans,0.93572856765454,2.63346984080617,1.79242272749233,-2.0689953883760497e-11,1.59538967697345e-06,375.950420229606,-0.197217649993915,0.4481178042906,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,LPM,10m,sfm_deposition_logtrans,0.108495072617781,0.15218269039968,0.117600771019349,-0.224855716873027,0.84469636517987,-84.7201778105438,0.0011300750086808,0.0015653908139326,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,LPM,10m,sfm_erosion_logtrans,0.225397670645126,0.37020505168619,0.245264097841066,-0.142708030406746,0.666308608014558,39.5402032107942,0.0027244400709514,0.0024175868230186,ch_sfm_erosion_sum_corr_0.7_evaluation
ETF,LPM,10m,sfm_net change_logtrans,0.200343402734343,0.247572400701898,0.212573032055895,-0.361099309157442,1.28962600460371,-12.9469518026187,0.0007312931034247,0.002352334330902,ch_sfm_net_change_corr_0.7_evaluation
ETF,MM,10m,lidar_erosion_logtrans,0.611472282340847,0.783529647535898,0.644339636639742,-0.254561244063487,0.887999020071082,282.861108223824,-0.0034657315965783,0.0055988709002568,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,MM,10m,sfm_deposition_logtrans,0.0345360577435452,0.0471362363103196,0.037391571279879,-0.192959562007035,0.781388039455534,-463.604948973714,0.0007070749633662,0.0004917989574645,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,MM,10m,sfm_erosion_logtrans,0.113866916140876,0.160002690902713,0.119976593412844,-0.179597021184339,0.741508050182324,-143.884528773076,0.0003133545936571,0.0014943282334063,ch_sfm_erosion_sum_corr_0.7_evaluation
