"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",-3.54230977367349,0.0901050742745719,-39.3130997581692,0,-3.71891247407596,-3.36570707327103
"ch_curvature.median",-0.102212764487285,0.143327786922169,-0.71313990596108,0.475759187878809,-0.383130064838567,0.178704535863997
"ch_flow.accumulation.max",-0.120320045792172,0.18499100236214,-0.650410259179157,0.515427252199891,-0.48289574788593,0.242255656301587
"ch_slope.median",-0.0929305455164035,0.144316086978373,-0.643937536432303,0.519615939755131,-0.375784878383764,0.189923787350957
"ch_stream.power",0.041139989841952,0.105952846579921,0.388285838181042,0.697804516252388,-0.166523773514191,0.248803753198095
"ch_stream.power.central.diff",0.16746279560114,0.0860464277608239,1.94619114307247,0.051631783438459,-0.00118510380840212,0.336110695010683
"ch_valley_width",-0.268668678562713,0.165958387484025,-1.6188918356933,0.105470537819411,-0.593941140963746,0.0566037838383194
"hs_curvature.median",-0.0344540738306438,0.0416617764526507,-0.826994832296733,0.408239990520797,-0.116109655209798,0.0472015075485104
"hs_drainage_density",-0.00259890609319346,0.019124847567151,-0.135891597779706,0.891906977859171,-0.0400829185346278,0.0348851063482409
"hs_extended.dnbr.median",0.13732844651101,0.0985872077780382,1.39296415433729,0.16363063055828,-0.0558989300703122,0.330555823092332
"hs_flow.accumulation.max",0.0667833896887088,0.135698884863058,0.492143983026124,0.622617561198197,-0.199181537385133,0.33274831676255
"hs_hillslope.length",-0.216535638232202,0.123399134072346,-1.75475816633569,0.0793006819998445,-0.458393496737428,0.0253222202730253
"hs_ndvi.mean.mean",-0.466549200147654,0.122134788323866,-3.81995340189645,0.000133476888396711,-0.705928986521853,-0.227169413773454
"hs_slope.median",-0.0698535167093766,0.109564960153197,-0.637553435073636,0.523764415575618,-0.284596892577208,0.144889859158455
