"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.000274833911714605,0.0287155997693648,0.109076439310641,0.120889615035646,0.107069651966691,-0.0136390552103134,0.376062947886751,-445.435110842013,12,239
