"varcomp","proportion","bootstrap_rep"
"Covariates (PR-sq)",0.28651690463975,1
"tailup_de",6.99147496611939e-05,1
"taildown_de",0,1
"euclid_de",0.000920390809549356,1
"nugget",5.19435813301652e-13,1
"1 | as.factor(ch_watershed)",0.712492789800519,1
"Covariates (PR-sq)",0.14504785570242,2
"tailup_de",0.000256783940251266,2
"taildown_de",0,2
"euclid_de",6.50349705872411e-06,2
"nugget",2.97810663784539e-27,2
"1 | as.factor(ch_watershed)",0.85468885686027,2
"Covariates (PR-sq)",0.199380370821728,3
"tailup_de",1.87975758267006e-09,3
"taildown_de",0,3
"euclid_de",1.48951680800914e-11,3
"nugget",2.6946998382545e-07,3
"1 | as.factor(ch_watershed)",0.800619357813635,3
"Covariates (PR-sq)",0.207636271508471,4
"tailup_de",8.62315356237637e-09,4
"taildown_de",0,4
"euclid_de",0.00579211257861236,4
"nugget",5.92662658142584e-08,4
"1 | as.factor(ch_watershed)",0.786571548023497,4
"Covariates (PR-sq)",0.230632144614238,5
"tailup_de",6.84325846766662e-10,5
"taildown_de",0,5
"euclid_de",3.47673153234911e-09,5
"nugget",1.12334572713967e-19,5
"1 | as.factor(ch_watershed)",0.769367851224705,5
"Covariates (PR-sq)",0.278408682664441,6
"tailup_de",4.02230975663876e-21,6
"taildown_de",0,6
"euclid_de",0.00728926780627266,6
"nugget",1.37373677954527e-07,6
"1 | as.factor(ch_watershed)",0.714301912155609,6
"Covariates (PR-sq)",0.260158631880627,7
"tailup_de",6.75490010494063e-11,7
"taildown_de",0,7
"euclid_de",1.61620379958447e-29,7
"nugget",1.25957601627081e-06,7
"1 | as.factor(ch_watershed)",0.739840108475807,7
"Covariates (PR-sq)",0.19959058417914,8
"tailup_de",3.38715532542977e-10,8
"taildown_de",0,8
"euclid_de",8.40749296035887e-06,8
"nugget",1.76396113390549e-17,8
"1 | as.factor(ch_watershed)",0.800401007989184,8
"Covariates (PR-sq)",0.112222963701292,9
"tailup_de",0.0993492717738079,9
"taildown_de",0,9
"euclid_de",1.30523740145669e-11,9
"nugget",3.81902549751996e-21,9
"1 | as.factor(ch_watershed)",0.788427764511848,9
"Covariates (PR-sq)",0.228914644079693,10
"tailup_de",0.00302185464085133,10
"taildown_de",0,10
"euclid_de",0.000838337268113508,10
"nugget",2.37214451162464e-15,10
"1 | as.factor(ch_watershed)",0.76722516401134,10
