"residuals","fitted_values","bootstrap_rep"
0.00338925070986679,1.51968699384311,1
-0.0162325613977798,0.22633256440458,1
0.00992956070176806,4.41897669722855,1
-0.00874333377274592,0.681913050152058,1
-0.00850735117840539,0.231992457574506,1
0.0137784233819652,0.752644596489106,1
0.0156609688224704,0.964985730285358,1
-0.0194383131232582,0.101438551366472,1
0.00822624289403247,0.445455934741301,1
0.00748441169314598,0.505876435026619,1
-0.000564663878005179,0.0327171753807142,1
-0.00619505152810892,0.0232626467039717,1
-0.0084240506416943,0.0484307029767448,1
0.0149104095427019,0.434929789533357,1
-0.00408046336612134,0.126395599714559,1
-0.0187580187160301,0.0491056742087168,1
0.023060922011141,1.67229377559771,1
0.0113137703529883,0.251184361326905,1
-0.000656715139219901,0.0344636973909214,1
-0.007488736033306,0.040408134586533,1
-0.00181484869242322,0.0401421575528487,1
-0.0111276404794361,0.0371603454469058,1
0.00510983006242006,0.11282497083671,1
-0.0100991886186708,0.0359689098799263,1
-0.00255542530503241,0.0495172676641213,1
0.00617796309519437,0.0413633681586948,1
0.00472082782902534,0.047794978806927,1
-0.00736451792323674,0.0412271904999086,1
0.00718690925661072,0.0672321789483984,1
0.00338925070986679,1.51968699384311,2
-0.0162325613977798,0.22633256440458,2
0.00992956070176806,4.41897669722855,2
-0.00874333377274592,0.681913050152058,2
-0.00850735117840539,0.231992457574506,2
0.0137784233819652,0.752644596489106,2
0.0156609688224704,0.964985730285358,2
-0.0194383131232582,0.101438551366472,2
0.00822624289403247,0.445455934741301,2
0.00748441169314598,0.505876435026619,2
-0.000564663878005179,0.0327171753807142,2
-0.00619505152810892,0.0232626467039717,2
-0.0084240506416943,0.0484307029767448,2
0.0149104095427019,0.434929789533357,2
-0.00408046336612134,0.126395599714559,2
-0.0187580187160301,0.0491056742087168,2
0.023060922011141,1.67229377559771,2
0.0113137703529883,0.251184361326905,2
-0.000656715139219901,0.0344636973909214,2
-0.007488736033306,0.040408134586533,2
-0.00181484869242322,0.0401421575528487,2
-0.0111276404794361,0.0371603454469058,2
0.00510983006242006,0.11282497083671,2
-0.0100991886186708,0.0359689098799263,2
-0.00255542530503241,0.0495172676641213,2
0.00617796309519437,0.0413633681586948,2
0.00472082782902534,0.047794978806927,2
-0.00736451792323674,0.0412271904999086,2
0.00718690925661072,0.0672321789483984,2
0.00338925070986679,1.51968699384311,3
-0.0162325613977798,0.22633256440458,3
0.00992956070176806,4.41897669722855,3
-0.00874333377274592,0.681913050152058,3
-0.00850735117840539,0.231992457574506,3
0.0137784233819652,0.752644596489106,3
0.0156609688224704,0.964985730285358,3
-0.0194383131232582,0.101438551366472,3
0.00822624289403247,0.445455934741301,3
0.00748441169314598,0.505876435026619,3
-0.000564663878005179,0.0327171753807142,3
-0.00619505152810892,0.0232626467039717,3
-0.0084240506416943,0.0484307029767448,3
0.0149104095427019,0.434929789533357,3
-0.00408046336612134,0.126395599714559,3
-0.0187580187160301,0.0491056742087168,3
0.023060922011141,1.67229377559771,3
0.0113137703529883,0.251184361326905,3
-0.000656715139219901,0.0344636973909214,3
-0.007488736033306,0.040408134586533,3
-0.00181484869242322,0.0401421575528487,3
-0.0111276404794361,0.0371603454469058,3
0.00510983006242006,0.11282497083671,3
-0.0100991886186708,0.0359689098799263,3
-0.00255542530503241,0.0495172676641213,3
0.00617796309519437,0.0413633681586948,3
0.00472082782902534,0.047794978806927,3
-0.00736451792323674,0.0412271904999086,3
