"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",-1.79681376799809,0.190479293441373,-9.43311861113722,0,-2.17014632294382,-1.42348121305236
"ch_central.slope.difference",0.189147877563751,0.0996976566697694,1.89721487828214,0.057799583980656,-0.00625593885203646,0.384551693979538
"ch_curvature.median",0.0936401883774227,0.186549786398038,0.501958164549298,0.615696949409552,-0.271990674286371,0.459271051041217
"ch_slope.median",-0.147814309172531,0.348504038312156,-0.424139444376059,0.671464120452352,-0.830869672731124,0.535241054386063
"ch_stream.power",0.0511788408558466,0.208696498690532,0.245230951055569,0.806277612442381,-0.357858780277207,0.460216461988901
"hs_curvature.median",-0.107465532232468,0.104602555472859,-1.02737004604397,0.304246250583112,-0.312482773650124,0.0975517091851884
"hs_drainage_density",0.180324728821308,0.152919569477321,1.17921289889619,0.238313411062162,-0.119392119885611,0.480041577528227
"hs_extended.dnbr.median",-0.518791882994998,0.124336689062346,-4.17247625706729,3.01307005725615e-05,-0.762487315514152,-0.275096450475844
"hs_flow.accumulation.max",0.320135992808156,0.161080227072375,1.98743196869418,0.0468745479470367,0.00442454912476725,0.635847436491544
"hs_hillslope.length",0.0954627561938102,0.217999495216759,0.437903565321977,0.661456190977342,-0.33180840307895,0.52273391546657
"hs_ndvi.mean",0.850255141001716,0.316657093218717,2.68509741044846,0.00725086700731037,0.229618642843887,1.47089163915954
"hs_ndvi.min",0.0169565584886886,0.133781730610044,0.126747937938661,0.899139902786894,-0.245250815296438,0.279163932273815
"hs_northness.median",0.189287078820273,0.146302075703195,1.29380993338935,0.195731080696126,-0.0974597204214404,0.476033878061987
"hs_slope.median",-0.317716804292545,0.240058404352259,-1.32349794271869,0.185669839995656,-0.788222631009125,0.152789022424035
