"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.10133094094443,0.558738564498812,0.273810190366193,0.356764917865355,0.194302999499781,-0.0031475305236833,0.00253141865731797,-143.71583260825,13,57
