"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.000909756477921819,0.000187332795820708,4.85636523992588,1.1956008267866e-06,0.000542590944990036,0.0012769220108536
"ch_curvature.median",-0.000512876193800874,0.00034771568971315,-1.47498720642711,0.140215982999484,-0.00119438642249815,0.000168634034896405
"ch_slope.median",-0.00043938823616228,0.000171511527154586,-2.56185833950538,0.010411377527022,-0.000775544652318731,-0.000103231820005828
"ch_stream.power",-0.000190530017526795,0.000422901295931434,-0.450530701513115,0.652327821874298,-0.00101940132656772,0.000638341291514132
"ch_stream.power.central.diff",0.000377622008132349,0.000160739545330762,2.34927881222569,0.0188098160510166,6.25782883927125e-05,0.000692665727871986
"ch_valley_width",-7.31470409785491e-05,0.000102724153329017,-0.71207246405103,0.47641990458436,-0.000274482681845793,0.000128188599888695
"hs_curvature.median",-6.63816798261357e-05,5.72276053112031e-05,-1.15995906984318,0.246065470915988,-0.000178545725157567,4.57823655052956e-05
"hs_drainage_density",-0.000209423747565764,0.00016951924847301,-1.23539804153336,0.216682401329513,-0.000541675369259159,0.000122827874127632
"hs_eastness.median",0.000631294700147939,0.000231614659462367,2.72562497388258,0.00641798745836963,0.000177338309310189,0.00108525109098569
"hs_extended.dnbr.median",-0.000274786159815628,0.000166068767374196,-1.65465285351618,0.097994935721011,-0.000600274962826012,5.07026431947558e-05
"hs_flow.accumulation.max",2.35279849215755e-05,7.70720018411199e-05,0.305272788555268,0.760158398980371,-0.000127530362903424,0.000174586332746575
"hs_ndvi.range",0.000502287013223115,0.000241610354928438,2.07891343635452,0.0376253075121811,2.87394192714363e-05,0.000975834607174794
"hs_northness.median",-0.000104445435423614,0.00014258109726832,-0.732533536525255,0.463842981048228,-0.000383899250945725,0.000175008380098496
"hs_slope.median",-0.000819754713396657,0.000217079913083878,-3.7762808255774,0.000159187507392078,-0.00124522352480814,-0.000394285901985171
