"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
2.73320811903371e-09,0.000273935351339652,0.00119366224583325,0.000559755285025285,0.00109227439366882,0.000139087629823946,0.00060312789971846,-220.801702554005,13,19
