"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.00172272143945473,0.000610524337428773,2.82170805296638,0.00477686413985823,0.000526115726409159,0.00291932715250031
"ch_central.slope.difference",5.39019672701852e-05,0.000203283993587955,0.265155983601156,0.79088930155433,-0.000344527338795677,0.000452331273336047
"ch_curvature.median",0.000173640055094622,0.000415484951761246,0.417921405717727,0.676004581418564,-0.000640695486475782,0.000987975596665027
"ch_slope.median",-0.00030145449941061,0.000483468916220491,-0.623524055625385,0.532940199347449,-0.00124903616284738,0.000646127164026164
"ch_stream.power",0.000603463731925003,0.000525140738045164,1.14914667289267,0.25049550573843,-0.000425793201458302,0.00163272066530831
"ch_valley_width",0.000199983558974834,0.000334313489911306,0.598191712299405,0.549712020748788,-0.00045525884079722,0.000855225958746887
"hs_curvature.median",-0.000322573974886894,0.000109764132717525,-2.9387921801107,0.00329493926681956,-0.000537707721807517,-0.000107440227966272
"hs_drainage_density",0.000155279951688871,0.000291862159333208,0.532031805848436,0.594703966975373,-0.000416759369054308,0.00072731927243205
"hs_eastness.median",-2.1415413870823e-05,0.00037997302607759,-0.0563603529752924,0.95505474046828,-0.000766148860079598,0.000723318032337952
"hs_extended.dnbr.median",-0.000210348998442205,0.000325196877072567,-0.646835850134151,0.517738187341544,-0.000847723165389334,0.000427025168504925
"hs_flow.accumulation.max",0.000248005659237896,0.000266295971853352,0.931315849473201,0.351690205719253,-0.000273924854822766,0.000769936173298558
"hs_hillslope.length",-0.00046009255262898,0.000323695958344275,-1.4213725589358,0.155208479638541,-0.00109452497292494,0.000174339867666977
"hs_ndvi.min",-0.000793971303997403,0.000276528347526518,-2.87121125591387,0.00408902155199953,-0.00133595690585375,-0.000251985702141051
"hs_ndvi.range",0.000872365002652406,0.00043920026448929,1.98625791736899,0.0470046928047856,1.15483022529323e-05,0.00173318170305188
"hs_northness.median",0.000195113622947551,0.000317419213321509,0.614687500815911,0.538761115895436,-0.000427016603163643,0.000817243849058744
"hs_slope.median",0.000742049483337776,0.000371834126553733,1.99564652716335,0.0459724113186284,1.32679870695504e-05,0.001470830979606
"ws_dnbr.extended_mean",0.000164000164772485,0.00100011345688815,0.163981559934982,0.869745660339591,-0.00179618619118213,0.00212418652072711
"ws_flow.accum_max",-0.000229643921051762,0.000720772815323018,-0.318607911077841,0.750023853689389,-0.00164233268012042,0.00118304483801689
"ws_Kw",0.000981620673992721,0.000824799505163644,1.19013247200962,0.233994329219281,-0.000634956650594479,0.00259819799857992
"ws_ndvi.mean_mean",0.000361398480014415,0.000271304201708747,1.33207844824456,0.182834411493501,-0.000170347984189118,0.000893144944217949
"ws_RV.Clay",0.000372059762107965,0.000303287324835543,1.22675671431279,0.219914044342648,-0.000222372471537199,0.000966491995753129
"ws_slope.eastness_mean",6.03352483618977e-06,0.000531528596125818,0.0113512704305406,0.990943191075386,-0.00103574338032355,0.00104781042999593
