"n","p","npar","value","AIC","AICc","logLik","deviance","pseudo.r.squared","bootstrap_rep"
43,14,7,-101.852073330959,-59.8520733309589,-15.8520733309589,50.9260366654795,7.57925822461987,0.613719844537415,1
43,14,7,-125.56761957037,-83.5676195703695,-39.5676195703695,62.7838097851848,4.53361000120009,0.750282338531853,2
43,14,7,-71.588514875612,-29.588514875612,14.411485124388,35.794257437806,17.6015792871929,0.44923089934378,3
43,14,7,-92.7219683524423,-50.7219683524423,-6.72196835244235,46.3609841762212,15.7427125267486,0.416564783169772,4
43,14,7,-95.0760197275957,-53.0760197275957,-9.07601972759575,47.5380098637979,11.4478270531875,0.579701925250329,5
43,14,7,-92.6388458913507,-50.6388458913507,-6.6388458913507,46.3194229456753,7.67561648281721,0.580228072059749,6
43,14,7,-111.027889390283,-69.0278893902831,-25.0278893902831,55.5139446951415,9.20721048631342,0.666903352496533,7
43,14,7,-119.838077439568,-77.8380774395679,-33.8380774395679,59.9190387197839,5.46035694173823,0.709129355375517,8
43,14,7,-131.716137075431,-89.7161370754313,-45.7161370754313,65.8580685377157,4.94133817089058,0.782921876209836,9
43,14,7,-89.0880147517264,-47.0880147517264,-3.08801475172645,44.5440073758632,17.3379801993776,0.361441481902149,10
