"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.242161862479257,0.859714729756763,0.0081758923395055,0.00785820548242203,0.00617640854138377,0.000104922264240314,0.000114901260662865,-610.638479843587,13,63
