"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.0620899520376712,0.430623103474193,0.137201908971157,0.0863891415872947,0.0731937678546345,-1.96695772170133e-05,0.00101390527791907,-249.111473478893,13,86
