"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
5.81648711411695e-08,0.00245490416417881,0.00311948894022034,0.00415628949586225,0.00452453910566646,0.000524544161922495,0.00337768891819363,-233.25503749989,11,29
