"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.000237863440468144,0.0309490248683569,0.0638887515918666,0.032364012408787,0.0369788421240449,0.00205232336766401,0.0322031234800376,-231.832862850156,15,64
