"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.274354402846242,0.0786699573264878,3.48741008855064,0.000487722882593467,0.120164119821023,0.428544685871461
"ch_central.slope.difference",0.016624134068665,0.0642845010110009,0.258602521715463,0.795941937372383,-0.109371172677025,0.142619440814356
"ch_curvature.median",-0.0625557208985324,0.107322682503794,-0.582875114925693,0.559977373979473,-0.272904313330195,0.14779287153313
"ch_stream.power",-0.103183363384389,0.0965029046863582,-1.06922546756227,0.284968085622055,-0.292325580973152,0.0859588542043748
"ch_valley_width",0.227656993071635,0.143874986400856,1.58232503624605,0.11357538813864,-0.0543327985502339,0.509646784693503
"hs_curvature.median",-0.0466349187493416,0.0341722144317177,-1.36470285946867,0.172346460554416,-0.113611228307488,0.0203413908088049
"hs_drainage_density",-0.00658371106548103,0.0342447444778219,-0.192254641285026,0.847542746560841,-0.0737021769017889,0.0605347547708268
"hs_extended.dnbr.median",0.00772156685730353,0.0789859603585184,0.0977587260097266,0.92212388221248,-0.147088070729701,0.162531204444308
"hs_flow.accumulation.max",0.0249260569650501,0.0898786498703443,0.277330122348383,0.781526632020486,-0.15123285975991,0.201084973690011
"hs_hillslope.length",-0.0871613869080974,0.0943894035962226,-0.923423430885895,0.355786585836387,-0.272161218478909,0.0978384446627144
"hs_ndvi.min",-0.145388756918636,0.0871567883464184,-1.66812889365273,0.0952901425357073,-0.316212923085797,0.0254354092485238
"hs_ndvi.range",0.0510747750770474,0.111509126052385,0.458032242608139,0.646929277065685,-0.167479095933163,0.269628646087258
"hs_northness.median",-0.0489912736669265,0.0767300161791186,-0.638489030844999,0.52315539223454,-0.199379341911175,0.101396794577322
"hs_slope.median",0.0480020871415956,0.0979099946980942,0.490267487906727,0.623944630180225,-0.143897976193177,0.239902150476368
