"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
0.00358793535839574,0.367132703937987,0.27271674844582,0.405338550909131,0.454937725382422,0.0192499685326793,0.426847999768896,81.9737882898257,13,55
