"varcomp","proportion","bootstrap_rep"
"Covariates (PR-sq)",0.309658899228798,1
"tailup_de",0.687761454433644,1
"taildown_de",0,1
"euclid_de",0.00253658711440281,1
"nugget",4.30592231559326e-05,1
"Covariates (PR-sq)",0.362161231697625,2
"tailup_de",0.572780495045075,2
"taildown_de",0,2
"euclid_de",0.065050026994103,2
"nugget",8.24626319714453e-06,2
"Covariates (PR-sq)",0.357090319217494,3
"tailup_de",0.000235208687156497,3
"taildown_de",0,3
"euclid_de",0.642650697325431,3
"nugget",2.37747699187184e-05,3
"Covariates (PR-sq)",0.349043215641001,4
"tailup_de",1.98836496680099e-05,4
"taildown_de",0,4
"euclid_de",0.650936531396067,4
"nugget",3.69313264509875e-07,4
"Covariates (PR-sq)",0.343199087978088,5
"tailup_de",0.656269827421944,5
"taildown_de",0,5
"euclid_de",0.000531039251199707,5
"nugget",4.53487686109542e-08,5
"Covariates (PR-sq)",0.204855512350455,6
"tailup_de",0.00322862958846796,6
"taildown_de",0,6
"euclid_de",0.791837465451669,6
"nugget",7.83926094079625e-05,6
"Covariates (PR-sq)",0.284299402501715,7
"tailup_de",0.714096990992137,7
"taildown_de",0,7
"euclid_de",0.00157685513699805,7
"nugget",2.67513691503525e-05,7
"Covariates (PR-sq)",0.314310388459105,8
"tailup_de",6.152471689198e-07,8
"taildown_de",0,8
"euclid_de",0.685688995982239,8
"nugget",3.11486815720622e-10,8
"Covariates (PR-sq)",0.375963012038501,9
"tailup_de",0.000715860513908049,9
"taildown_de",0,9
"euclid_de",0.623320747668758,9
"nugget",3.79778832653273e-07,9
"Covariates (PR-sq)",0.37632489547152,10
"tailup_de",0.000174908327413277,10
"taildown_de",0,10
"euclid_de",0.623500194077209,10
"nugget",2.12385731206831e-09,10
