"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.333403915466201,1.02878633976706,0.141149882109287,0.511800445134981,0.306206826251499,-0.0343993221868582,0.00309759652059006,-229.746356804124,11,47
