"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.108583223574201,0.0215057341478653,5.0490358909686,4.44045315628472e-07,0.0664327591832916,0.15073368796511
"ch_curvature.median",0.00708042101971319,0.0336298125135057,0.210540008716067,0.833246228921793,-0.0588328003135925,0.0729936423530188
"ch_flow.accumulation.max",0.00565746062201037,0.0270007677652832,0.209529620460814,0.834034814743438,-0.0472630717528748,0.0585779929968955
"ch_slope.median",0.0227943846699452,0.0250901016078762,0.908501090437579,0.363613537904713,-0.0263813108499426,0.0719700801898329
"ch_stream.power.central.diff",-0.00415266956364691,0.0157156060307742,-0.264238589050603,0.79159607765758,-0.0349546913791847,0.0266493522518909
"ch_valley_width",-0.0188192490539593,0.0389227434959969,-0.483502635313843,0.628738889047247,-0.0951064244856038,0.0574679263776853
"hs_curvature.median",7.71067525782014e-05,0.00704340244515469,0.0109473728327486,0.991265434701368,-0.0137277083685463,0.0138819218737027
"hs_drainage_density",-0.00953412961324458,0.0144943924873601,-0.657780560417337,0.510679147496025,-0.0379426168662583,0.0188743576397692
"hs_extended.dnbr.median",-0.0244405625664692,0.0155811450728628,-1.56859861404132,0.116741495604681,-0.0549790457471739,0.00609792061423547
"hs_flow.accumulation.max",-0.00670219330031086,0.027258595505065,-0.245874491188128,0.805779390844925,-0.0601280587593837,0.0467236721587619
"hs_hillslope.length",-0.00916552485628442,0.0242013573888105,-0.378719453997324,0.70489620543711,-0.0565993137153353,0.0382682640027665
"hs_slope.northness.median",-0.0283960747707264,0.0314563173353663,-0.902714531646741,0.366677421992915,-0.0900493238343073,0.0332571742928544
