"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
0.00377627983947048,0.175299077791981,0.111143187113234,0.17967359093648,0.170353378037243,0.00118028391454411,0.173079155787343,-88.6241652162856,11,173
