"varcomp","proportion","bootstrap_rep"
"Covariates (PR-sq)",0.683411442535845,1
"tailup_de",0.00125214110447915,1
"taildown_de",0,1
"euclid_de",4.8865268083324e-06,1
"nugget",8.74963429747464e-33,1
"1 | as.factor(ch_watershed)",0.315331529832868,1
"Covariates (PR-sq)",0.715169355929166,2
"tailup_de",3.21936466423874e-12,2
"taildown_de",0,2
"euclid_de",0.284056111789744,2
"nugget",8.20143376253048e-26,2
"1 | as.factor(ch_watershed)",0.000774532277870542,2
"Covariates (PR-sq)",0.767665606868075,3
"tailup_de",0.230029716159931,3
"taildown_de",0,3
"euclid_de",0.00230467697199351,3
"nugget",1.20058358943447e-61,3
"1 | as.factor(ch_watershed)",3.59646877229495e-20,3
"Covariates (PR-sq)",0.736336608311416,4
"tailup_de",0.263663287110945,4
"taildown_de",0,4
"euclid_de",3.00236486409117e-10,4
"nugget",1.2020909167643e-38,4
"1 | as.factor(ch_watershed)",1.04277402894813e-07,4
"Covariates (PR-sq)",0.536766840625668,5
"tailup_de",1.76666482109441e-06,5
"taildown_de",0,5
"euclid_de",0.463231392016314,5
"nugget",6.93196766677204e-10,5
"1 | as.factor(ch_watershed)",1.16957637040118e-19,5
"Covariates (PR-sq)",0.699148640408462,6
"tailup_de",6.16517339075257e-06,6
"taildown_de",0,6
"euclid_de",0.300845194418148,6
"nugget",2.10744301210512e-125,6
"1 | as.factor(ch_watershed)",2.92583011186946e-19,6
"Covariates (PR-sq)",0.736385589190674,7
"tailup_de",0.00123123850984954,7
"taildown_de",0,7
"euclid_de",0.262344990197256,7
"nugget",5.20623736201578e-35,7
"1 | as.factor(ch_watershed)",3.81821022200858e-05,7
"Covariates (PR-sq)",0.687676500746075,8
"tailup_de",5.23096045800245e-25,8
"taildown_de",0,8
"euclid_de",0.312319013317579,8
"nugget",4.2357113228097e-06,8
"1 | as.factor(ch_watershed)",2.50225022405565e-07,8
"Covariates (PR-sq)",0.568695556557898,9
"tailup_de",9.78178954466997e-09,9
"taildown_de",0,9
"euclid_de",1.94089302308353e-14,9
"nugget",0.431287073032649,9
"1 | as.factor(ch_watershed)",1.73606276444759e-05,9
"Covariates (PR-sq)",0.387083592357444,10
"tailup_de",1.93999345995594e-16,10
"taildown_de",0,10
"euclid_de",5.55296219894166e-11,10
"nugget",0.611970079875865,10
"1 | as.factor(ch_watershed)",0.00094632771116139,10
"Covariates (PR-sq)",0.625843660171866,11
"tailup_de",0.0227115021357665,11
"taildown_de",0,11
"euclid_de",0.00698448392774728,11
"nugget",2.84760323842427e-26,11
"1 | as.factor(ch_watershed)",0.34446035376462,11
"Covariates (PR-sq)",0.717403773932221,12
"tailup_de",3.74793202550407e-10,12
"taildown_de",0,12
"euclid_de",0.282596225687227,12
"nugget",1.99579362187022e-49,12
"1 | as.factor(ch_watershed)",5.7586095471677e-12,12
"Covariates (PR-sq)",0.612961847963161,13
"tailup_de",2.59715132549432e-10,13
"taildown_de",0,13
"euclid_de",0.194736505051525,13
"nugget",1.56612626111588e-18,13
"1 | as.factor(ch_watershed)",0.1923016467256,13
"Covariates (PR-sq)",0.732230048171975,14
"tailup_de",8.17925630901129e-06,14
"taildown_de",0,14
"euclid_de",4.30878121460954e-11,14
"nugget",2.21959925078688e-49,14
"1 | as.factor(ch_watershed)",0.267761772528628,14
"Covariates (PR-sq)",0.586420276039701,15
"tailup_de",7.66003148899252e-13,15
"taildown_de",0,15
"euclid_de",0.000539709770536434,15
"nugget",1.41556159596702e-15,15
"1 | as.factor(ch_watershed)",0.413040014188995,15
"Covariates (PR-sq)",0.600568443883306,16
"tailup_de",1.67108089046723e-10,16
"taildown_de",0,16
"euclid_de",1.02555396911585e-06,16
"nugget",1.30667405955425e-15,16
"1 | as.factor(ch_watershed)",0.399430530395615,16
"Covariates (PR-sq)",0.652046861012884,17
"tailup_de",4.5715698940558e-14,17
"taildown_de",0,17
"euclid_de",0.122346348888248,17
"nugget",0.225606790098821,17
"1 | as.factor(ch_watershed)",1.45363070184199e-15,17
"Covariates (PR-sq)",0.647436949814156,18
"tailup_de",0.35242428702259,18
"taildown_de",0,18
"euclid_de",0.000138762199149946,18
"nugget",3.87764934014512e-12,18
"1 | as.factor(ch_watershed)",9.60226499793325e-10,18
"Covariates (PR-sq)",0.609906535807802,19
"tailup_de",1.03501581333072e-14,19
"taildown_de",0,19
"euclid_de",1.10441478877207e-07,19
"nugget",1.67859308738753e-68,19
"1 | as.factor(ch_watershed)",0.390093353750709,19
"Covariates (PR-sq)",0.659757497840839,20
"tailup_de",5.87286121964295e-28,20
"taildown_de",0,20
"euclid_de",0.340005317405532,20
"nugget",0.00023718475362936,20
"1 | as.factor(ch_watershed)",2.16366185463231e-33,20
