"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.116591691926261,0.591006771864719,0.199803321941517,0.244772044601761,0.187403985405368,-0.00616244962879138,0.00243361402636738,-126.418356834801,11,47
