"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.0637141202571127,0.00910005802486214,7.00150703248708,2.53219667456506e-12,0.0458783342711582,0.0815499062430672
"ch_curvature.median",0.0142049179086167,0.00799776968023257,1.77610990020454,0.0757148047640999,-0.00147042262128552,0.029880258438519
"ch_flow.accumulation.max",0.0117470827374707,0.0166843549731571,0.704077727689813,0.481384369493026,-0.020953652115199,0.0444478175901405
"ch_slope.median",0.0129803696611361,0.00957634704925705,1.35546149219218,0.175270569374121,-0.00578892565886408,0.0317496649811364
"ch_stream.power",-0.00133920890342777,0.0103031851645527,-0.129980086938087,0.896582181345223,-0.0215330807519984,0.0188546629451429
"ch_stream.power.central.diff",0.00303661368374917,0.00438132919301499,0.693080467130921,0.488259054954058,-0.00555063373897414,0.0116238611064725
"ch_valley_width",-0.0154290830222572,0.0105563963457976,-1.46158618119708,0.143854643437842,-0.0361192396665508,0.00526107362203638
"hs_curvature.median",-0.00245156938906533,0.00163612719453119,-1.49839780015868,0.134029927618155,-0.00565831976447303,0.000755180986342364
"hs_drainage_density",0.000253137366022421,0.00063677721825529,0.397528929687519,0.69097745753427,-0.000994923047933548,0.00150119777997839
"hs_extended.dnbr.median",-0.00952040355885984,0.00543165443244537,-1.7527631179905,0.0796426763985252,-0.0201662506229201,0.00112544350520042
"hs_flow.accumulation.max",-0.00160769675738231,0.00701353328564321,-0.229227793168571,0.818691871801683,-0.0153539694016159,0.0121385758868513
"hs_hillslope.length",-0.000729462328694768,0.00690094183685915,-0.1057047495747,0.915816611851514,-0.0142550597883444,0.0127961351309549
"hs_ndvi.mean.mean",-0.0103460656622794,0.00708050950130238,-1.46120355609669,0.143959587433469,-0.0242236092770257,0.0035314779524669
"hs_slope.northness.median",-0.00341332877823644,0.00650551346934769,-0.524682455015913,0.599803955979421,-0.0161639008790981,0.00933724332262525
