"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
9.96284518507291e-11,6.13966157553035e-09,0.168053597075507,0.179648068468098,0.157428124691681,-0.0240094038265277,0.458701637902965,-290.212917272145,11,384
