rid,binaryID
42,100000000010100101110
43,10000000001010010111
44,1000000000101001011
45,100000000010100101
46,10000000001010010
47,1000000000101001
48,100000000010100
49,10000000001010
50,1000000000101
51,100000000010
52,10000000001
53,1000000000
54,100000000
55,10000000
56,1000000
57,100000
58,10000
59,1000
60,100
61,10
67,1000000000101010
68,100000000010101
70,100000000010100101111
71,100000000010100111
72,10000000001010011
76,100000000010101100
77,10000000001010110
78,1000000000101011
79,100000000010101101
80,100000000010101110
81,10000000001010111
82,1000000000101011101
98,1000000000101011111
99,100000000010101111
101,1000000000101111
102,100000000010111
103,10000000001011
111,1000000000110000
112,100000000011000
113,10000000001100
114,1000000000110
115,100000000011
116,1000000001011
117,100000000101
118,10000000010
119,1000000001
130,10000000001101
131,10000000011
132,1000000000111
133,100000000011001
134,1000000000110001
150,100000010
151,10000001
157,100000011
199,100000001
202,1000010
203,100001
204,1000011
205,101
215,1000001
216,1001
218,11
219,10001
62,1
