"term","estimate","std.error","statistic","p.value","conf.low","conf.high","bootstrap_rep"
"(Intercept)",11.2716630536272,1.90720143735476,5.91005377452986,3.41996075903239e-09,7.5336169251489,15.0097091821056,1
"ch_change.in.slope.over.width",1.81125353451886,2.31218442525698,0.783351671576785,0.433420627791034,-2.72054466459926,6.34305173363698,1
"ch_channel.width.over.valley.width",0.494812200782979,2.97879953837398,0.16611127885869,0.86806937822579,-5.34352761159457,6.33315201316053,1
"ch_curvature.median",4.6713592443101,3.32942493003796,1.4030528822456,0.160601070122502,-1.85419370779409,11.1969121964143,1
"ch_slope.over.width",-2.64444640089731,2.37790770023161,-1.11208959062614,0.266099631881712,-7.30505985191173,2.0161670501171,1
"ch_slope.over.width.central.diff",-0.564032504843225,2.05148860973593,-0.274938160595407,0.783363748554762,-4.5848762946198,3.45681128493335,1
"hs_area",-3.84361528724361,2.04042753232899,-1.88373035863539,0.0596014577777144,-7.84277976367237,0.155549189185147,1
"hs_curvature.median",-0.925771900327311,0.863317157524902,-1.07234275637642,0.283566109084198,-2.61784243631161,0.766298635656988,1
"hs_eastness.median",-4.66904779712316,2.46606024341108,-1.89332268325485,0.0583149704059382,-9.50243705791496,0.164341463668632,1
"hs_extended.dnbr.median",-1.86542195115347,2.09920709499567,-0.88863169127071,0.374201053340572,-5.97979225343593,2.24894835112898,1
"hs_flow.accumulation.max",2.57486050897281,1.61045823284522,1.59883718587582,0.109856784084461,-0.581579626009848,5.73130064395547,1
"hs_ndvi.min",-5.9384060574413,2.23553501048695,-2.65636907030491,0.00789871162565259,-10.3199741641741,-1.5568379507085,1
"hs_northness.median",-1.25623073256946,2.42937677205896,-0.517100001538572,0.605086352551452,-6.0177217106832,3.50526024554428,1
"hs_slope.median",-2.81342976595652,2.77448626909025,-1.01403629107851,0.310565435717591,-8.25132292897431,2.62446339706128,1
"ws_aspect.eastness_mean",8.03204822808615,1.98252104596326,4.05143150658638,5.09052284205502e-05,4.14637837940548,11.9177180767668,1
"ws_bare.earth_mean",-1.07216154745235,0.802801444880805,-1.33552518407779,0.181704518379969,-2.64562346615545,0.501300371250744,1
"ws_flow.accum_max",1.27146849167557,3.07739142852748,0.413164370280955,0.679486190575092,-4.76010787457056,7.3030448579217,1
"ws_mi60_mean",1.93080429738046,2.84215807399037,0.679344444297437,0.496919641981882,-3.63972316601039,7.50133176077131,1
"ws_ndvi.range_mean",6.04681438891751,2.92403635368875,2.06796826629371,0.0386430072297315,0.315808446201745,11.7778203316333,1
"ws_RV.Silt",-4.23051356398132,1.45581770061117,-2.90593634230804,0.00366155932231216,-7.08386382523512,-1.37716330272751,1
"(Intercept)",11.1492978490301,2.03922051338389,5.46743119532913,4.56604356546819e-08,7.15249908626244,15.1460966117978,2
"ch_change.in.slope.over.width",1.87574954450967,1.98338425949285,0.945731789254643,0.344285404084974,-2.01161217159996,5.7631112606193,2
"ch_channel.width.over.valley.width",-3.27991105957212,2.87430243965637,-1.1411154979099,0.253821862781311,-8.91344032197422,2.35361820282999,2
"ch_curvature.median",1.12165994063341,2.63051268639145,0.426403547276599,0.669813817035695,-4.03405018556953,6.27737006683635,2
"ch_slope.over.width",1.05101827980574,2.21504589036848,0.474490521562468,0.635150155483198,-3.29039188941993,5.39242844903142,2
"ch_slope.over.width.central.diff",0.059795549843707,1.5825913151197,0.0377833173178916,0.969860445726161,-3.04202643003678,3.1616175297242,2
"hs_area",-4.97415073449344,1.51977439223973,-3.27295338037832,0.00106430030349958,-7.95285380790956,-1.99544766107731,2
"hs_curvature.median",-2.08132599884564,0.968466898447051,-2.14909358511176,0.0316269821725583,-3.97948624002107,-0.183165757670207,2
"hs_eastness.median",-5.28845745544124,2.37802628759134,-2.22388519548194,0.0261561693774777,-9.94930333340975,-0.62761157747274,2
"hs_extended.dnbr.median",-1.69278463397594,2.0123576287159,-0.84119473090681,0.400238851869499,-5.63693311027354,2.25136384232166,2
"hs_flow.accumulation.max",3.48327536261948,1.47560324487397,2.36057719086745,0.0182465205324382,0.591146147196068,6.37540457804289,2
"hs_ndvi.min",-7.46629891397289,2.17826421667546,-3.42763694909711,0.00060885911550046,-11.7356183274691,-3.19697950047663,2
"hs_northness.median",-1.46637718400148,2.34370473730984,-0.625666348093243,0.5315338103145,-6.05995405952468,3.12719969152172,2
"hs_slope.median",-1.52322383819679,2.43153789192903,-0.626444623072831,0.531023348516429,-6.28895053342214,3.24250285702856,2
"ws_aspect.eastness_mean",6.45469753244975,1.86237822061231,3.46583602675916,0.000528585544392168,2.80450329445784,10.1048917704417,2
"ws_bare.earth_mean",-0.902267371898013,0.814477260802996,-1.10778706210713,0.267953788908288,-2.49861346929872,0.694078725502696,2
"ws_flow.accum_max",0.831726432767964,3.30147813476497,0.251925470597483,0.801098671703553,-5.63905180711785,7.30250467265378,2
"ws_mi60_mean",-1.74659496677526,2.44385082395648,-0.714689681405186,0.474800815164785,-6.53645456531849,3.04326463176798,2
"ws_ndvi.range_mean",2.20492840928835,3.06427884099601,0.719558670637059,0.471796766327273,-3.80094775765196,8.21080457622867,2
"ws_RV.Silt",-4.93300933706715,1.49002818619319,-3.31068189365617,0.000930689430415743,-7.85341091795535,-2.01260775617895,2
"(Intercept)",13.9590112256375,5431.02222590133,0.00257023643892764,0.997949250285682,-10630.6489507775,10658.5669732288,3
"ch_change.in.slope.over.width",2.29553773027695,1.29504260571264,1.77255769049679,0.0763020278019164,-0.242699135364735,4.83377459591863,3
