"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",-0.938918040366008,0.111101944801397,-8.45095954030682,0,-1.1566738507891,-0.721162229942913
"ch_central.slope.difference",0.0340433455253483,0.109091141280104,0.312063336453124,0.754992389380837,-0.179771362416026,0.247858053466722
"ch_curvature.median",0.108171991640378,0.177084550793463,0.61084940021979,0.541299285732824,-0.238907350133264,0.45525133341402
"ch_stream.power",0.232993686882038,0.166622493386828,1.39833273495148,0.162013172121635,-0.0935803991704089,0.559567772934485
"ch_valley_width",0.907042267082491,0.235825142582584,3.84624920459808,0.000119939776863198,0.444833480971604,1.36925105319338
"hs_curvature.median",-0.0235497265644994,0.0590045278816117,-0.399117278113812,0.689806791716289,-0.139196476137248,0.0920970230082489
"hs_drainage_density",0.000153835105385691,0.0764059430494408,0.00201339188086649,0.99839354678877,-0.149599061476337,0.149906731687108
"hs_extended.dnbr.median",-0.232904957171658,0.137289694169983,-1.69644894745916,0.0898008907263297,-0.501987813193344,0.0361778988500276
"hs_flow.accumulation.max",0.377798194431208,0.166693269435709,2.26642740711806,0.0234252271215649,0.051085389871986,0.704510998990429
"hs_hillslope.length",0.826451204605504,0.199393287122766,4.14482963058159,3.40066449531218e-05,0.435647543085829,1.21725486612518
"hs_ndvi.min",0.0101058548499385,0.118783221206101,0.0850781343301332,0.932199273546208,-0.222704980681673,0.24291669038155
"hs_ndvi.range",0.757962627265332,0.196230759017987,3.86260865044024,0.000112182644553593,0.373357406931119,1.14256784759954
"hs_northness.median",0.442983386239522,0.127398075981727,3.47715915508064,0.000506756910485739,0.193287745615639,0.692679026863404
"hs_slope.median",0.513152927109835,0.20254932731689,2.53347139636263,0.0112938957287241,0.116163540475915,0.910142313743755
