"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.0164850670314652,0.22287137139848,0.125617270180716,0.0443655621656204,0.0309005431718615,-2.35507129646263e-06,0.000496579538704498,-321.128806829391,14,63
