"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-7.29856319115301e-06,0.00468753680217619,0.145016248154583,0.259545392281596,0.257085222660051,-0.0481726722877166,0.684802502331282,-205.518986410457,12,239
