"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",-2.15106016804618,0.143728875922191,-14.9660960906052,0,-2.4327635883921,-1.86935674770026
"ch_curvature.median",-0.105093828113802,0.234587921760758,-0.447993346481755,0.654157998469626,-0.564877705972987,0.354690049745383
"ch_slope.median",-0.0466137728764018,0.196662561511295,-0.237024131681131,0.812638069239881,-0.432065310545934,0.33883776479313
"ch_stream.power",0.0436431288107701,0.312927184605924,0.139467361602766,0.88908084551167,-0.569682882800358,0.656969140421898
"ch_stream.power.central.diff",0.181961577641282,0.154355332537286,1.17884866463766,0.238458442290249,-0.120569314953503,0.484492470236067
"ch_valley_width",0.167458479130376,0.228135162403423,0.734031866750338,0.462929316556104,-0.279678222787529,0.614595181048282
"hs_curvature.median",0.0791271487495995,0.1104483848084,0.716417436858539,0.473733631297735,-0.137347707625485,0.295602005124684
"hs_drainage_density",0.284603520922864,0.232592154774009,1.22361616710327,0.221097057848231,-0.17126872552076,0.740475767366489
"hs_eastness.median",-0.443034365661945,0.267566989753952,-1.65578857866342,0.0977646415367734,-0.967456029031489,0.0813872977075979
"hs_extended.dnbr.median",-0.459007686159422,0.180603995001958,-2.54151457809361,0.0110373343320116,-0.812985011827311,-0.105030360491532
"hs_flow.accumulation.max",-0.0189492827410133,0.0999204415748712,-0.189643704955151,0.849588337027134,-0.214789749547099,0.176891184065073
"hs_ndvi.range",-0.0471527875801185,0.187125881804017,-0.251984317324438,0.801053185719835,-0.41391277649129,0.319607201331053
"hs_northness.median",-0.0962578280342996,0.164055190885789,-0.586740520154047,0.557377989526458,-0.41780009364729,0.225284437578691
"hs_slope.median",-0.753926763034005,0.187385072398513,-4.02340887341669,5.73617847841046e-05,-1.12119475617552,-0.386658769892489
