rid,binaryID
1,1000000000000
2,100000000000
3,10000000000
4,1000000000
5,100000000
6,10000000
7,1000000
8,100000
9,10000
10,1000
11,100
12,10
14,10000000001
15,1000000000001
16,100000010
17,10000001
18,100000000001
19,100000000101
20,10000000010
21,1000000001
22,100000011
23,100000000110100010
24,10000000011010001
25,1000000001101000
26,100000000110100
27,10000000011010
28,1000000001101
29,100000000110
30,10000000011
31,100000000110100011
32,1000000010
33,100000001
34,1000000011
35,10000000011011
36,100000000110100101
37,10000000011010010
38,1000000001101001
39,10000000011010011
40,100000000111
41,100000000110100111
63,10000000011010011111
64,1000000001101001111
65,1000001
66,100000000110101
69,100001
73,10000000011010010111
74,1000000001101001011
75,10001
83,101
100,1001
105,110
106,11
108,111
13,1
