"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC"
-0.183549682618417,0.758277491413839,0.0279612950774199,0.0290344904188818,0.0263879992433203,0.0015312136515003,0.000346119332440104,-702.370414144843
