"term","estimate","std.error","statistic","p.value","conf.low","conf.high","bootstrap_rep"
"(Intercept)",5.48855477516179,1.81999943709919,3.01569036961338,0.00256394933314241,1.92142142656421,9.05568812375937,1
"ch_central.slope.difference",0.395973874982359,0.343624173249851,1.15234580628425,0.249179001012593,-0.277517128804702,1.06946487876942,1
"ch_channel.width.over.valley.width",1.84817799872288,0.787126826761535,2.34800534791428,0.0188742503067092,0.305437767004975,3.39091823044079,1
"ch_curvature.median",0.616912927461528,0.880577768832395,0.700577449598262,0.483566755523928,-1.1089877850366,2.34281363995966,1
"ch_slope.over.width.central.diff",-0.0579796115451314,0.168383115251268,-0.344331505321135,0.730596993450645,-0.388004453042274,0.272045229952012,1
"ch_stream.power",-0.20114120409777,1.07897428358941,-0.186418904655111,0.852116268501956,-2.31589194017791,1.91360953198237,1
"hs_area",-2.44696588113649,0.741480310671071,-3.30010904662038,0.000966472671712904,-3.90024058529736,-0.993691176975626,1
"hs_aspect.eastness.median",-0.156190108330681,0.896812059762547,-0.174161471883013,0.861738563721804,-1.91390944636646,1.60152922970509,1
"hs_aspect.northness.median",-0.814837346741321,1.52728776229832,-0.533519201067339,0.593674223078327,-3.80826635487479,2.17859166139215,1
"hs_curvature.median",-1.26970879946193,0.616116480752945,-2.06082589758067,0.0393196528482362,-2.47727491201927,-0.0621426869045942,1
"hs_flow.accumulation.max",0.170068628601877,0.706754624193676,0.240633202500664,0.80983941431447,-1.21514498072487,1.55528223792862,1
"hs_ndvi.range.mean",-0.404208194084128,1.03325352526036,-0.391199433829443,0.695649826767453,-2.42934789049348,1.62093150232522,1
"hs_slope.median",-0.366000249146925,0.739854357986708,-0.494692293416889,0.620817342312288,-1.81608814460588,1.08408764631203,1
"ws_aspect.eastness_mean",6.2612477143543,3.1497013403803,1.98788616370792,0.0468242813368906,0.0879465251513727,12.4345489035572,1
"ws_bare.earth_mean",0.507880215929384,0.424573239382661,1.19621344168524,0.231613276718807,-0.324268042060134,1.3400284739189,1
"ws_ndvi.min_mean",4.43895155284266,2.21488061314874,2.00414935527027,0.045054063780064,0.0978653210151359,8.78003778467018,1
"(Intercept)",6.2851730164737,0.640051090452532,9.81979893515988,0,5.03069593092114,7.53965010202625,2
"ch_central.slope.difference",0.259540241581628,0.314125286240715,0.826231611875848,0.408672719149034,-0.356134006083508,0.875214489246764,2
"ch_channel.width.over.valley.width",2.4810103620738,0.64124045895397,3.8690795744875,0.000109246985953826,1.22420215709408,3.73781856705351,2
"ch_curvature.median",1.3109486536381,0.73299955826306,1.78847127376799,0.0737000062199853,-0.125704081241261,2.74760138851747,2
"ch_slope.over.width.central.diff",0.0172197710837903,0.141693476074841,0.121528326926605,0.903272579336636,-0.260494338867185,0.294933881034766,2
"ch_stream.power",-0.0690164519953348,0.730308937048659,-0.0945030910812152,0.924709527108794,-1.50039566619844,1.36236276220777,2
"hs_area",-2.003922066103,0.549676222447482,-3.64564080501857,0.000266726321369593,-3.08126766525809,-0.926576466947911,2
"hs_aspect.eastness.median",-0.441259320783391,0.712148143324728,-0.619617315469408,0.535509764042245,-1.83704403335693,0.954525391790144,2
"hs_aspect.northness.median",1.31190035351583,1.13765592883768,1.15316091646108,0.248844342117067,-0.917864293804477,3.54166500083614,2
"hs_curvature.median",-1.25329014843648,0.382133162910782,-3.27972097184638,0.00103909800715374,-2.00225738503999,-0.504322911832973,2
"hs_flow.accumulation.max",-0.552383086665035,0.502338493943429,-1.09962324871572,0.271496308083039,-1.53694844284225,0.432182269512178,2
"hs_ndvi.range.mean",1.82781435462541,0.759119617222461,2.40780808868198,0.0160486147686667,0.339967244911556,3.31566146433927,2
"hs_slope.median",0.806997532797072,0.588188247821695,1.37200553697854,0.170061714132659,-0.345830249063169,1.95982531465731,2
"ws_aspect.eastness_mean",5.41002119645174,1.11950968532228,4.8324916411012,1.34834774923043e-06,3.21582253287631,7.60421986002717,2
"ws_bare.earth_mean",0.757435238565395,0.289714754154483,2.61441720762869,0.00893798197708695,0.189604754632732,1.32526572249806,2
"ws_ndvi.min_mean",3.88381693291232,0.812717511486526,4.77880306258998,1.76341810531611e-06,2.29091988079371,5.47671398503092,2
"(Intercept)",5.75440830158688,3.17280681266577,1.8136648845481,0.0697293344362344,-0.464178781141348,11.9729953843151,3
"ch_central.slope.difference",0.404221489317455,0.27752183393184,1.45653941382043,0.145243562285011,-0.139711310112458,0.948154288747367,3
"ch_channel.width.over.valley.width",1.71995334003441,0.721649507708734,2.38336383751626,0.0171552295744377,0.305546295464231,3.13436038460459,3
"ch_curvature.median",-0.413233546910485,0.82465824454202,-0.501096726608217,0.616303050478353,-2.02953400576687,1.2030669119459,3
"ch_slope.over.width.central.diff",0.0789874891295824,0.137775316111998,0.573306535296737,0.566437161215388,-0.191047168408555,0.34902214666772,3
"ch_stream.power",-1.54010006349501,0.961402124793063,-1.60193120420501,0.109170823314502,-3.42441360274969,0.344213475759677,3
"hs_area",-1.87717639403488,0.635257879267968,-2.95498325215269,0.00312686024557363,-3.12225895829539,-0.632093829774369,3
"hs_aspect.eastness.median",-0.538283085186956,0.686986963660197,-0.783541920968978,0.433308946409721,-1.88475279180947,0.808186621435556,3
"hs_aspect.northness.median",-2.07990605439276,1.18167892799893,-1.76012790370637,0.078386122594114,-4.39595419456057,0.236142085775052,3
"hs_curvature.median",-1.35290587151289,0.575595898589413,-2.35044390487909,0.018751033762457,-2.48105310239711,-0.224758640628671,3
"hs_flow.accumulation.max",0.105287308969422,0.5321889525774,0.197838208515065,0.843171650884621,-0.937783871052376,1.14835848899122,3
