"residuals","fitted_values","bootstrap_rep"
-0.00434182800232339,0.0537902777059495,2
-0.00434182800252376,0.0537902777059601,2
-0.305552608082789,0.0553668503310617,2
-0.087566238250425,0.0488767244098504,2
-1.27543949130939,0.0576899003356022,2
-0.305552608081137,0.0553668503309602,2
0.969667888598524,0.0564829254071212,2
-3.24911983443134,0.3060221354712,2
-0.104009771819568,0.0551342273323913,2
0.571261709483752,0.0560317505818656,2
0.216379635962794,0.0640519704205299,2
-0.0584920048910634,0.107133286155741,2
-0.0875662382506919,0.0488767244098638,2
-0.867597978304182,0.0671096570028889,2
-0.104009771819904,0.0551342273324106,2
0.571261709483922,0.0560317505818577,2
-1.70362272439055,0.0774458893081222,2
-1.36769197530231,0.122855059240775,2
-0.0584920048909098,0.107133286155724,2
0.00949802757665383,0.0612819986988957,2
-0.305552608081967,0.0553668503310111,2
-0.324218240859566,0.0294472278526772,2
-0.104009771819618,0.0551342273323942,2
-0.305552608081905,0.0553668503310074,2
0.163526437940338,0.10687145543234,2
-1.33718370532657,0.0910908035252287,2
-0.0948823405176798,0.0420994620145089,2
-0.0948823405176798,0.0420994620145089,2
-1.36769197530227,0.122855059240766,2
0.969667888598864,0.0564829254071069,2
-1.27543949130946,0.0576899003356089,2
-0.954556151265283,0.175216182065299,2
0.00949802757663629,0.0612819986988968,2
-1.3308575458522,0.364986838556258,2
-1.19558406548861,0.470290482523679,2
-0.811752121498462,0.268051203296075,2
-0.817813112060204,0.428647916175646,2
-1.26727714772046,0.515036827499945,2
-1.58770330766579,0.450476653729886,2
1.52349401798467,2.10401855856541,2
-1.19558406548862,0.470290482523691,2
1.72262248762502,0.481724352491279,2
0.232389027371202,0.137192795213501,2
-0.411066435560184,0.0914170500988733,2
0.302449252639526,0.0961097591513988,2
0.33683804853789,0.11638690252388,2
-0.472606421879384,0.549449599851458,2
-1.984719822185,0.487684021232976,2
-0.472606421879365,0.549449599851446,2
-0.121837309241192,0.106668135554186,2
-1.99207859329428,3.00189683806713,2
-0.766386530322796,0.309803592154662,2
-0.392781944593325,0.0926205288610789,2
0.402347683849949,0.107635507960638,2
1.37468845045673,2.02718879318587,2
0.302449252639522,0.0961097591513991,2
-0.817813112060215,0.428647916175653,2
-1.99207859329428,3.00189683806712,2
0.232389027371192,0.137192795213503,2
-0.236446319320576,0.876557906382322,2
