"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.086364194943184,0.507948689539879,0.227655850421622,0.373309445908414,0.295328224120011,-0.047368644222132,1.87041586924855,17.3037367250505,13,157
