"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC"
-0.378998564698203,1.05329329277108,0.0778188751378189,0.112778874495036,0.100820558859425,0.000429089512598735,0.00127183304089046,-600.46742440032
