"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.00116216961401349,0.212672633743772,0.116737898511531,0.235096338763471,0.204689566359253,2.29647100858502e-05,0.204732395589692,-113.836871608759,22,488
