"Mean_Residuals","SD_Residuals","Mean_Response","SD_Response","RMSPE","Bias","RAV","AIC","num_parameters","num_obs"
-0.143188182534431,0.649338748520039,0.312680104464574,0.312998299838714,0.238201191017034,-0.0085024613495865,0.0209499211954596,-46.5463921919531,13,86
