"term","estimate","std.error","statistic","p.value","conf.low","conf.high","bootstrap_rep"
"(Intercept)",-1.96736078406974,0.784583605841176,-2.50752216771146,0.0121580955114735,-3.50511639437901,-0.429605173760462,1
"ch_change.in.slope.over.width",-0.00582011037106535,0.0984588389777957,-0.0591121166112663,0.952862807858748,-0.198795888727173,0.187155667985043,1
"ch_channel.width.over.valley.width",-0.616092360604423,0.104474052361026,-5.89708493813776,3.69979447079061e-09,-0.820857740550986,-0.41132698065786,1
"ch_curvature.median",-0.271072202258614,0.127726133191768,-2.12229240394859,0.0338131909697883,-0.521410823199044,-0.0207335813181834,1
"ch_slope.over.width",-0.353050610606944,0.120038529764822,-2.94114407514517,0.00327002399869958,-0.588321805703135,-0.117779415510753,1
"ch_slope.over.width.central.diff",0.195648380088838,0.145134778722239,1.34804615276448,0.177643538803617,-0.0888105591109397,0.480107319288616,1
"ch_stream.power.central.diff",0.123917061001107,0.0794460305253928,1.55976403328924,0.118815653830153,-0.0317942975433328,0.279628419545546,1
"hs_area",0.234527042329211,0.0724597397809347,3.23665311300109,0.00120940326856633,0.0925085620294346,0.376545522628987,1
"hs_bare.earth.mean",-0.168463869754381,0.0260893674202191,-6.4571849152549,1.06668451849146e-10,-0.219598090277443,-0.117329649231319,1
"hs_curvature.median",-0.0326357809033541,0.0266064841963987,-1.22661004973259,0.219969190154408,-0.0847835316835297,0.0195119698768215,1
"hs_eastness.median",-0.0161024097172612,0.0863969305787013,-0.186377104017522,0.852149046192971,-0.185437282026323,0.1532324625918,1
"hs_extended.dnbr.median",0.233241711715052,0.0938878101468364,2.4842597920888,0.0129821059637736,0.0492249852399188,0.417258438190186,1
"hs_flow.accumulation.max",0.243402737736073,0.0909175119506366,2.67718212381601,0.00742442655629838,0.0652076887488355,0.421597786723311,1
"hs_ndvi.min",0.413304118237884,0.0762189568103234,5.42258954378531,5.87417716690908e-08,0.263917707950436,0.562690528525332,1
"hs_northness.median",-0.116087825302402,0.0875481440161717,-1.32598842165013,0.184843532557031,-0.287679034487424,0.0555033838826207,1
"hs_slope.median",0.390802231247463,0.0804903517060548,4.8552680285787,1.20224018007598e-06,0.233044040800633,0.548560421694292,1
"ws_aspect.eastness_mean",0.604397762976346,0.337420775280561,1.7912286594499,0.0732566089291979,-0.0569348042091371,1.26573033016183,1
"ws_bare.earth_mean",-2.24915354056351,0.614215054581115,-3.66183395178647,0.000250416156090338,-3.4529929263048,-1.04531415482222,1
"ws_flow.accum_max",1.10594786940659,0.146313354124059,7.55876232916417,4.06341627012807e-14,0.819178964866182,1.392716773947,1
"ws_mi60_mean",0.357114036234669,0.385006527551764,0.927553198917271,0.353639384106271,-0.397484891579617,1.11171296404896,1
"ws_ndvi.range_mean",-0.00136566837063352,0.13002387313992,-0.0105032125074747,0.991619802982097,-0.256207776855282,0.253476440114015,1
"ws_RV.Silt",0.647120385110523,0.120320791402175,5.37829229320401,7.51956668043618e-08,0.411295967370904,0.882944802850141,1
"(Intercept)",-1.85952563432882,0.0830906645190569,-22.3794772263776,0,-2.02238034423767,-1.69667092441997,2
"ch_change.in.slope.over.width",0.0511831100106692,0.0908880208917115,0.563144730279157,0.573336334804171,-0.126954137563209,0.229320357584548,2
"ch_channel.width.over.valley.width",-0.288891929287164,0.113554955977179,-2.54407151850971,0.0109568648050402,-0.511455553268465,-0.0663283053058624,2
"ch_curvature.median",0.30858616425161,0.135964822046335,2.26960297235154,0.0232316831248447,0.0421000098763956,0.575072318626825,2
"ch_slope.over.width",-0.377003758265379,0.124595302388575,-3.02582642393385,0.00247954600246825,-0.621206063589864,-0.132801452940895,2
"ch_slope.over.width.central.diff",-0.102407512793927,0.118221633996726,-0.866233271625757,0.386362250983558,-0.334117657620986,0.129302632033132,2
"ch_stream.power.central.diff",0.171684677930083,0.0823818055434618,2.08401208006431,0.0371590684580951,0.0102193060835161,0.333150049776651,2
"hs_area",0.209973811681195,0.0811456327030011,2.58761691402068,0.00966423932154403,0.0509312940805977,0.369016329281793,2
"hs_bare.earth.mean",-0.216645499061242,0.0352142460941005,-6.15221176345268,7.64097674021968e-10,-0.28566415314841,-0.147626844974075,2
"hs_curvature.median",0.00268802102589035,0.0412663983214629,0.0651382513431588,0.948063924919956,-0.078192633455861,0.0835686755076417,2
"hs_eastness.median",-0.00538333511516959,0.106810616728175,-0.0504007492894621,0.959803039300358,-0.214728297068904,0.203961626838565,2
"hs_extended.dnbr.median",0.199318282134369,0.10104366773723,1.97259547874595,0.0485416685405267,0.00127633250356543,0.397360231765172,2
"hs_flow.accumulation.max",0.614274250742899,0.10701570733746,5.74003822453712,9.46551836911169e-09,0.404527318581398,0.824021182904399,2
"hs_ndvi.min",0.134641846969073,0.0943572090365192,1.42693757418114,0.153597889155226,-0.0502948844242217,0.319578578362368,2
"hs_northness.median",-0.461118129478759,0.10542319156382,-4.3739723929683,1.22005814944259e-05,-0.667743788079113,-0.254492470878404,2
"hs_slope.median",0.514145151788448,0.082217787931566,6.25345396322748,4.01472854960616e-10,0.353001248554027,0.675289055022869,2
"ws_aspect.eastness_mean",0.711871478079554,0.192420712029026,3.69955744666495,0.000215975750781583,0.33473381262311,1.089009143536,2
"ws_bare.earth_mean",0.289943823562886,0.226653932501002,1.27923579513276,0.200814034301341,-0.154289721093449,0.734177368219221,2
"ws_flow.accum_max",0.449424099236286,0.118505792901353,3.79242303885005,0.000149184492256316,0.217157013190271,0.681691185282301,2
"ws_mi60_mean",-0.0243470001520279,0.260207330090241,-0.0935676952051438,0.925452572489255,-0.534343995642225,0.48564999533817,2
